jahr;straftat_code;straftat_bezeichnung;nationalitaet;tatverdaechtige
1987;110000;Sexualdelikte unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 177, 178 StGB;Deutsch;4438
1988;110000;Sexualdelikte unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 177, 178 StGB;Deutsch;4452
1989;110000;Sexualdelikte unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 177, 178 StGB;Deutsch;4174
1990;110000;Sexualdelikte unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 177, 178 StGB;Deutsch;4328
1991;110000;Sexualdelikte unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 177, 178 StGB;Deutsch;4453
1992;110000;Sexualdelikte unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 177, 178 StGB;Deutsch;4668
1993;110000;Sexualdelikte unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 177, 178 StGB;Deutsch;5823
1994;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 177, 178 StGB davon:;Deutsch;6394
1995;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 177, 178 StGB davon:;Deutsch;6775
1996;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 177, 178 StGB davon:;Deutsch;6672
1997;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 177, 178 StGB davon:;Deutsch;7228
1998;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 177 StGB davon:;Deutsch;7925
1999;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;8079
2000;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;8068
2001;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;8635
2002;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;9664
2003;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;10055
2004;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;10597
2005;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;9887
2006;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;10169
2007;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;9741
2008;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;9573
2009;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;9324
2010;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;9613
2011;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;8648
2012;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;8254
2013;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB davon:;Deutsch;7874
2014;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB;Deutsch;7344
2015;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB;Deutsch;6966
2016;110000;Straftaten gegen die sexuelle Selbstbestimmung unter Gewaltanwendung oder Ausnutzen eines Abhängigkeitsverhältnisses §§ 174, 174a, 174b, 174c, 177, 178 StGB;Deutsch;7178
2017;110000;Straftaten gegen die sexuelle Selbstbestimmung §§ 174, 174a, 174b, 174c, 177, 178, 184i, 184j StGB;Deutsch;11324
2018;110000;Straftaten gegen die sexuelle Selbstbestimmung §§ 174, 174a, 174b, 174c, 177, 178, 184i, 184j StGB;Deutsch;13865
2019;110000;Straftaten gegen die sexuelle Selbstbestimmung §§ 174, 174a, 174b, 174c, 177, 178, 184i, 184j StGB;Deutsch;14160
2020;110000;Straftaten gegen die sexuelle Selbstbestimmung §§ 174, 174a, 174b, 174c, 177, 178, 184i, 184j StGB;Deutsch;14376
2021;110000;Straftaten gegen die sexuelle Selbstbestimmung §§ 174, 174a, 174b, 174c, 177, 178, 184i, 184j StGB;Deutsch;14732
2022;110000;Straftaten gegen die sexuelle Selbstbestimmung §§ 174, 174a, 174b, 174c, 177, 178, 184i, 184j StGB;Deutsch;17525
2023;110000;Straftaten gegen die sexuelle Selbstbestimmung §§ 174, 174a, 174b, 174c, 177, 178, 184i, 184j StGB;Deutsch;18345
2024;110000;Straftaten gegen die sexuelle Selbstbestimmung §§ 174, 174a, 174b, 174c, 177, 178, 184i, 184j StGB;Deutsch;18949
1987;111000;Vergewaltigung § 177 StGB;Deutsch;2656
1988;111000;Vergewaltigung § 177 StGB;Deutsch;2645
1989;111000;Vergewaltigung § 177 StGB;Deutsch;2389
1990;111000;Vergewaltigung § 177 StGB;Deutsch;2372
1991;111000;Vergewaltigung § 177 StGB;Deutsch;2445
1992;111000;Vergewaltigung § 177 StGB;Deutsch;2474
1993;111000;Vergewaltigung § 177 StGB;Deutsch;2945
1994;111000;Vergewaltigung § 177 StGB;Deutsch;3055
1995;111000;Vergewaltigung § 177 StGB;Deutsch;3126
1996;111000;Vergewaltigung § 177 StGB;Deutsch;3115
1997;111000;Vergewaltigung § 177 StGB;Deutsch;3263
1998;111000;Vergewaltigung, besonders schwere Fälle der sexuellen Nötigung § 177 Abs. 3 und 4 StGB;Deutsch;4044
1999;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;4002
2000;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;3981
2001;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;4353
2002;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;4823
2003;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;5009
2004;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;5191
2005;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;4879
2006;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;4911
2007;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;4515
2008;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;4532
2009;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;4518
2010;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;4792
2011;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;4653
2012;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;4793
2013;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB davon:;Deutsch;4522
2014;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;Deutsch;4251
2015;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;Deutsch;3944
2016;111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;Deutsch;3964
2017;111000;Vergewaltigung und sexuelle Nötigung/Übergriffe §§ 177 Abs. 1, 2, 3, 4, 6, 7, 8 und 9, 178 StGB;Deutsch;5931
2018;111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;Deutsch;4945
2019;111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;Deutsch;5175
2020;111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;Deutsch;5370
2021;111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;Deutsch;5502
2022;111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;Deutsch;6366
2023;111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;Deutsch;6461
2024;111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;Deutsch;6892
1987;111100;Vergewaltigung überfallartig Einzeltäter;Deutsch;524
1988;111100;Vergewaltigung überfallartig Einzeltäter;Deutsch;527
1989;111100;Vergewaltigung überfallartig Einzeltäter;Deutsch;461
1990;111100;Vergewaltigung überfallartig Einzeltäter;Deutsch;422
1991;111100;Vergewaltigung überfallartig Einzeltäter;Deutsch;389
1992;111100;Vergewaltigung überfallartig Einzeltäter;Deutsch;391
1993;111100;Vergewaltigung überfallartig Einzeltäter;Deutsch;367
1994;111100;Vergewaltigung überfallartig Einzeltäter;Deutsch;378
1995;111100;Vergewaltigung überfallartig Einzeltäter;Deutsch;388
1996;111100;Vergewaltigung überfallartig Einzeltäter;Deutsch;317
1997;111100;Vergewaltigung überfallartig Einzeltäter;Deutsch;266
1998;111100;Vergewaltigung überfallartig Einzeltäter;Deutsch;409
1999;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;1141
2000;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;1018
2001;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;1153
2002;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;1207
2003;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;1268
2004;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;1374
2005;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;1295
2006;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;1270
2007;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;1237
2008;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;1140
2009;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;901
2010;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;771
2011;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;876
2012;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;697
2013;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;607
2014;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;550
2015;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;455
2016;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;480
2017;111100;Vergewaltigung überfallartig (Einzeltäter) § 177 Abs. 6 Nr. 1, Abs. 7 und 8 StGB;Deutsch;322
1987;111200;Vergewaltigung überfallartig durch Gruppen;Deutsch;50
1988;111200;Vergewaltigung überfallartig durch Gruppen;Deutsch;53
1989;111200;Vergewaltigung überfallartig durch Gruppen;Deutsch;38
1990;111200;Vergewaltigung überfallartig durch Gruppen;Deutsch;60
1991;111200;Vergewaltigung überfallartig durch Gruppen;Deutsch;52
1992;111200;Vergewaltigung überfallartig durch Gruppen;Deutsch;50
1993;111200;Vergewaltigung überfallartig durch Gruppen;Deutsch;59
1994;111200;Vergewaltigung überfallartig durch Gruppen;Deutsch;47
1995;111200;Vergewaltigung überfallartig durch Gruppen;Deutsch;56
1996;111200;Vergewaltigung überfallartig durch Gruppen;Deutsch;60
1997;111200;Vergewaltigung überfallartig durch Gruppen;Deutsch;46
1998;111200;Vergewaltigung überfallartig durch Gruppen;Deutsch;63
1999;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;88
2000;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;95
2001;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;144
2002;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;86
2003;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;121
2004;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;147
2005;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;129
2006;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;107
2007;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;80
2008;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;118
2009;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;94
2010;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;106
2011;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;57
2012;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;89
2013;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;71
2014;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;45
2015;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;47
2016;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 2 Nr. 2 StGB;Deutsch;29
2017;111200;Vergewaltigung überfallartig (durch Gruppen) § 177 Abs. 6 Nr. 2, Abs. 7 und 8 StGB;Deutsch;27
1987;111300;Vergewaltigung durch Gruppen;Deutsch;154
1988;111300;Vergewaltigung durch Gruppen;Deutsch;150
1989;111300;Vergewaltigung durch Gruppen;Deutsch;120
1990;111300;Vergewaltigung durch Gruppen;Deutsch;111
1991;111300;Vergewaltigung durch Gruppen;Deutsch;105
1992;111300;Vergewaltigung durch Gruppen;Deutsch;124
1993;111300;Vergewaltigung durch Gruppen;Deutsch;170
1994;111300;Vergewaltigung durch Gruppen;Deutsch;177
1995;111300;Vergewaltigung durch Gruppen;Deutsch;117
1996;111300;Vergewaltigung durch Gruppen;Deutsch;163
1997;111300;Vergewaltigung durch Gruppen;Deutsch;122
1998;111300;Vergewaltigung durch Gruppen;Deutsch;142
1999;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;325
2000;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;289
2001;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;359
2002;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;438
2003;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;411
2004;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;339
2005;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;372
2006;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;458
2007;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;304
2008;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;404
2009;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;360
2010;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;418
2011;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;347
2012;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;316
2013;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;286
2014;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;292
2015;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;194
2016;111300;Vergewaltigung durch Gruppen § 177 Abs. 2 Nr. 2 StGB;Deutsch;189
2017;111300;Vergewaltigung durch Gruppen § 177 Abs. 6 Nr. 2, Abs. 7 und 8 StGB;Deutsch;184
1999;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;1771
2000;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;2092
2001;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;2716
2002;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;3108
2003;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;3229
2004;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;3373
2005;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;3128
2006;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;3108
2007;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;2916
2008;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;2906
2009;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;3206
2010;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;3532
2011;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;3409
2012;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;3713
2013;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;3581
2014;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;3389
2015;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;3266
2016;111400;Sonstige Straftaten § 177 Abs. 2 Nr. 1, Abs. 3 und 4 StGB;Deutsch;3284
2017;111400;Sonstige Straftaten gemäß § 177 Abs. 6 Nr. 1, Abs. 7 und 8 StGB;Deutsch;3377
1999;111500;Vergewaltigung/sexuelle Nötigung mit Todesfolge § 178 StGB;Deutsch;24
2000;111500;Vergewaltigung/sexuelle Nötigung mit Todesfolge § 178 StGB;Deutsch;12
2001;111500;Vergewaltigung/sexuelle Nötigung mit Todesfolge § 178 StGB;Deutsch;19
2002;111500;Vergewaltigung/sexuelle Nötigung mit Todesfolge § 178 StGB;Deutsch;26
2003;111500;Vergewaltigung/sexuelle Nötigung mit Todesfolge § 178 StGB;Deutsch;11
2004;111500;Vergewaltigung/sexuelle Nötigung mit Todesfolge § 178 StGB;Deutsch;5
2005;111500;Vergewaltigung/sexuelle Nötigung mit Todesfolge § 178 StGB;Deutsch;7
2006;111500;Vergewaltigung/sexuelle Nötigung mit Todesfolge § 178 StGB;Deutsch;3
2007;111500;Vergewaltigung/sexuelle Nötigung mit Todesfolge § 178 StGB;Deutsch;4
2008;111500;Vergewaltigung/sexuelle Nötigung mit Todesfolge § 178 StGB;Deutsch;2
2009;111500;Vergewaltigung/sexuelle Nötigung mit Todesfolge § 178 StGB;Deutsch;4
2010;111500;Vergewaltigung/sexuelle Nötigung mit Todesfolge § 178 StGB;Deutsch;3
2011;111500;Vergewaltigung/sexuelle Nötigung mit Todesfolge § 178 StGB;Deutsch;0
